ts_sec,rel_ms,current_mA
1757011766.977819,16829.222,0.060
1757011766.979888,16831.292,0.060
1757011766.981957,16833.360,0.060
1757011766.984021,16835.425,0.060
1757011766.986090,16837.493,0.060
1757011766.988158,16839.562,0.060
1757011766.990227,16841.630,0.060
1757011766.992294,16843.698,0.060
1757011766.994364,16845.767,0.060
1757011766.996432,16847.835,0.060
1757011766.998501,16849.904,0.060
1757011767.000567,16851.970,0.060
1757011767.002635,16854.039,0.060
1757011767.004704,16856.107,0.060
1757011767.006772,16858.175,0.060
1757011767.008840,16860.244,0.060
1757011767.010909,16862.313,0.060
1757011767.012977,16864.381,0.060
1757011767.015046,16866.449,0.060
1757011767.017114,16868.517,0.060
1757011767.019182,16870.585,0.060
1757011767.021251,16872.654,0.060
1757011767.023320,16874.723,0.060
1757011767.025392,16876.796,0.060
1757011767.027461,16878.865,0.060
1757011767.029530,16880.933,0.060
1757011767.031599,16883.003,0.060
1757011767.033668,16885.072,0.060
1757011767.035738,16887.141,0.060
1757011767.037807,16889.210,0.060
1757011767.039875,16891.279,0.060
1757011767.041943,16893.347,0.060
1757011767.044025,16895.429,0.060
1757011767.046094,16897.498,0.060
1757011767.048162,16899.566,0.060
1757011767.050231,16901.635,0.060
1757011767.052297,16903.701,0.060
1757011767.054365,16905.769,0.060
1757011767.056433,16907.837,0.060
1757011767.058501,16909.905,0.060
1757011767.060570,16911.973,0.060
1757011767.062639,16914.042,0.060
1757011767.064708,16916.111,0.060
1757011767.066777,16918.180,0.060
1757011767.068845,16920.249,0.060
1757011767.070914,16922.317,0.060
1757011767.072983,16924.386,0.060
1757011767.075052,16926.455,0.060
1757011767.077121,16928.524,0.060
1757011767.079189,16930.593,0.060
1757011767.081258,16932.661,0.060
1757011767.083327,16934.731,0.060
1757011767.085396,16936.799,0.060
1757011767.087465,16938.869,0.060
1757011767.089533,16940.937,0.060
1757011767.091603,16943.006,0.060
1757011767.093671,16945.075,0.060
1757011767.095740,16947.144,0.060
1757011767.097809,16949.212,0.060
1757011767.099877,16951.280,0.060
1757011767.101946,16953.350,0.060
1757011767.104022,16955.425,0.060
1757011767.106090,16957.494,0.060
1757011767.108159,16959.562,0.060
1757011767.110228,16961.631,0.060
1757011767.112294,16963.698,0.060
1757011767.114364,16965.767,0.060
1757011767.116432,16967.836,0.060
1757011767.118501,16969.905,0.060
1757011767.120569,16971.972,0.060
1757011767.122639,16974.042,0.060
1757011767.124708,16976.111,0.060
1757011767.126776,16978.180,0.060
1757011767.128843,16980.246,0.060
1757011767.130911,16982.314,0.060
1757011767.132981,16984.384,0.060
1757011767.135049,16986.453,0.060
1757011767.137117,16988.521,0.060
1757011767.139186,16990.589,0.060
1757011767.141255,16992.658,0.060
1757011767.143324,16994.728,0.060
1757011767.145393,16996.796,0.060
1757011767.147462,16998.865,0.060
1757011767.149530,17000.934,0.060
1757011767.151598,17003.002,0.060
1757011767.153669,17005.073,0.060
1757011767.155739,17007.142,0.060
1757011767.157807,17009.211,0.060
1757011767.159877,17011.280,0.060
1757011767.161947,17013.350,0.060
1757011767.164026,17015.429,0.060
1757011767.166095,17017.498,0.060
1757011767.168162,17019.566,0.060
1757011767.170234,17021.637,0.060
1757011767.172301,17023.705,0.060
1757011767.174371,17025.774,0.060
1757011767.176440,17027.843,0.060
1757011767.178508,17029.912,0.060
1757011767.180575,17031.978,0.060
1757011767.182643,17034.047,0.060
1757011767.184711,17036.114,0.060
1757011767.186779,17038.182,0.060
1757011767.188847,17040.251,0.060
1757011767.190916,17042.319,0.060
1757011767.192984,17044.388,0.060
1757011767.195054,17046.457,0.060
1757011767.197121,17048.525,0.060
