timestamp,iteration,elapsed_time,iteration_time
15:27:34.232377,573,6.832866,0.001234
15:27:34.244429,574,6.844918,0.001240
15:27:34.257157,575,6.857646,0.001923
15:27:34.269901,576,6.870390,0.001853
15:27:34.282624,577,6.883113,0.001816
15:27:34.295000,578,6.895489,0.001607
15:27:34.306858,579,6.907347,0.001308
15:27:34.319130,580,6.919620,0.001423
15:27:34.331341,581,6.931830,0.001590
15:27:34.343369,582,6.943858,0.001425
15:27:34.355233,583,6.955723,0.001305
15:27:34.367830,584,6.968319,0.002048
15:27:34.380259,585,6.980748,0.001492
15:27:34.392466,586,6.992955,0.001259
15:27:34.404622,587,7.005111,0.001329
15:27:34.417062,588,7.017552,0.001709
15:27:34.428749,589,7.029238,0.001242
15:27:34.439249,590,7.039739,0.000303
15:27:34.449919,591,7.050409,0.000477
15:27:34.460675,592,7.061164,0.000538
15:27:34.472192,593,7.072681,0.001265
15:27:34.485084,594,7.085573,0.002180
15:27:34.497351,595,7.097841,0.001798
15:27:34.510302,596,7.110791,0.002404
15:27:34.522808,597,7.123297,0.001941
15:27:34.535388,598,7.135878,0.001736
15:27:34.548078,599,7.148567,0.002144
15:27:34.560774,600,7.161263,0.002074
15:27:34.573112,601,7.173601,0.001756
15:27:34.585172,602,7.185662,0.000496
15:27:34.596621,603,7.197111,0.000912
15:27:34.607791,604,7.208281,0.000869
15:27:34.619894,605,7.220383,0.001603
15:27:34.631103,606,7.231593,0.000581
15:27:34.643367,607,7.243856,0.001957
15:27:34.654663,608,7.255152,0.000723
15:27:34.666758,609,7.267247,0.001812
15:27:34.678029,610,7.278518,0.000630
15:27:34.689014,611,7.289504,0.000643
15:27:34.700088,612,7.300577,0.000651
15:27:34.710958,613,7.311447,0.000646
15:27:34.722263,614,7.322752,0.001068
15:27:34.733146,615,7.333636,0.000526
15:27:34.744012,616,7.344501,0.000528
15:27:34.755517,617,7.356006,0.000865
15:27:34.767889,618,7.368379,0.001769
15:27:34.779881,619,7.380371,0.001320
15:27:34.792099,620,7.392589,0.001303
15:27:34.804231,621,7.404721,0.001274
15:27:34.816375,622,7.416864,0.001283
15:27:34.830642,623,7.431132,0.003450
15:27:34.843331,624,7.443820,0.001897
15:27:34.856762,625,7.457252,0.002331
15:27:34.869309,626,7.469799,0.001841
15:27:34.881582,627,7.482071,0.001661
15:27:34.893925,628,7.494415,0.001759
15:27:34.906948,629,7.507437,0.001751
15:27:34.919665,630,7.520154,0.002013
15:27:34.932001,631,7.532490,0.001902
15:27:34.944231,632,7.544720,0.001250
15:27:34.955984,633,7.556473,0.001311
15:27:34.968324,634,7.568814,0.001886
15:27:34.980370,635,7.580860,0.001389
15:27:34.992211,636,7.592700,0.001286
15:27:35.004431,637,7.604920,0.001817
15:27:35.017441,638,7.617931,0.001936
15:27:35.029898,639,7.630388,0.001223
15:27:35.042500,640,7.642989,0.001913
15:27:35.054356,641,7.654845,0.001311
15:27:35.066854,642,7.667344,0.001907
15:27:35.079754,643,7.680243,0.002315
15:27:35.091685,644,7.692174,0.001396
15:27:35.103490,645,7.703979,0.001281
15:27:35.116368,646,7.716857,0.002352
15:27:35.129223,647,7.729712,0.002246
15:27:35.141921,648,7.742410,0.002134
15:27:35.154609,649,7.755099,0.002145
15:27:35.165944,650,7.766433,0.000711
15:27:35.176923,651,7.777413,0.000651
15:27:35.188299,652,7.788789,0.000818
15:27:35.199704,653,7.800194,0.000543
15:27:35.211271,654,7.811760,0.000852
15:27:35.222750,655,7.823240,0.000929
15:27:35.234955,656,7.835444,0.001493
