ts_sec,rel_ms,current_mA
1757368514.637610,44308.543,0.060
1757368514.639678,44310.612,0.060
1757368514.641747,44312.681,0.060
1757368514.643816,44314.749,0.060
1757368514.645884,44316.817,0.060
1757368514.647953,44318.887,0.060
1757368514.650021,44320.955,0.060
1757368514.652088,44323.022,0.060
1757368514.654158,44325.092,0.060
1757368514.656226,44327.159,0.060
1757368514.658295,44329.229,0.060
1757368514.660361,44331.295,0.060
1757368514.662434,44333.367,0.060
1757368514.664504,44335.438,0.060
1757368514.666574,44337.507,0.060
1757368514.668642,44339.576,0.060
1757368514.670711,44341.645,0.060
1757368514.672781,44343.714,0.060
1757368514.674850,44345.783,0.060
1757368514.676918,44347.852,0.060
1757368514.678988,44349.921,0.060
1757368514.681056,44351.990,0.060
1757368514.683125,44354.059,0.060
1757368514.685193,44356.127,0.060
1757368514.687262,44358.196,0.060
1757368514.689330,44360.264,0.060
1757368514.691399,44362.332,0.060
1757368514.693467,44364.400,0.060
1757368514.695536,44366.470,0.060
1757368514.697605,44368.539,0.060
1757368514.699674,44370.607,0.060
1757368514.701744,44372.677,0.060
1757368514.703813,44374.746,0.060
1757368514.705882,44376.815,0.060
1757368514.707951,44378.884,0.060
1757368514.710020,44380.953,0.060
1757368514.712086,44383.020,0.060
1757368514.714155,44385.089,0.060
1757368514.716226,44387.159,0.060
1757368514.718295,44389.228,0.060
1757368514.720362,44391.295,0.060
1757368514.722431,44393.364,0.060
1757368514.724499,44395.432,0.060
1757368514.726567,44397.501,0.060
1757368514.728635,44399.568,0.060
1757368514.730704,44401.637,0.060
1757368514.732773,44403.706,0.060
1757368514.734842,44405.775,0.060
1757368514.736909,44407.842,0.060
1757368514.738978,44409.911,0.060
1757368514.741046,44411.980,0.060
1757368514.743114,44414.048,0.060
1757368514.745183,44416.117,0.060
1757368514.747252,44418.186,0.060
1757368514.749320,44420.254,0.060
1757368514.751389,44422.322,0.060
1757368514.753457,44424.391,0.060
1757368514.755525,44426.459,0.060
1757368514.757594,44428.527,0.060
1757368514.759662,44430.596,0.060
1757368514.761731,44432.665,0.060
1757368514.763800,44434.734,0.060
1757368514.765869,44436.803,0.060
1757368514.767938,44438.872,0.060
1757368514.770008,44440.941,0.060
1757368514.772075,44443.008,0.060
1757368514.774144,44445.077,0.060
1757368514.776212,44447.145,0.060
1757368514.778280,44449.214,0.060
1757368514.780347,44451.280,0.060
1757368514.782415,44453.349,0.060
1757368514.784484,44455.418,0.060
1757368514.786554,44457.487,0.060
1757368514.788620,44459.554,0.060
1757368514.790689,44461.623,0.060
1757368514.792758,44463.691,0.060
1757368514.794827,44465.760,0.060
1757368514.796898,44467.832,0.060
1757368514.798967,44469.901,0.060
1757368514.801036,44471.970,0.060
1757368514.803106,44474.040,0.060
1757368514.805174,44476.108,0.060
1757368514.807243,44478.177,0.060
1757368514.809313,44480.246,0.060
1757368514.811382,44482.315,0.060
1757368514.813450,44484.384,0.060
1757368514.815519,44486.452,0.060
1757368514.817588,44488.521,0.060
1757368514.819656,44490.589,0.060
1757368514.821724,44492.657,0.060
1757368514.823793,44494.727,0.060
1757368514.825862,44496.796,0.060
1757368514.827931,44498.864,0.060
1757368514.829999,44500.933,0.060
1757368514.832066,44502.999,0.060
1757368514.834135,44505.069,0.060
1757368514.836202,44507.135,0.060
1757368514.838271,44509.204,0.060
1757368514.840339,44511.273,0.060
1757368514.842409,44513.342,0.060
1757368514.844477,44515.410,0.060
1757368514.846545,44517.479,0.060
1757368514.848613,44519.547,0.060
1757368514.850684,44521.618,0.060
1757368514.852753,44523.686,0.060
1757368514.854822,44525.755,0.060
1757368514.856891,44527.824,0.060
1757368514.858960,44529.893,0.060
1757368514.861027,44531.961,0.060
1757368514.863096,44534.030,0.060
1757368514.865170,44536.103,0.060
1757368514.867238,44538.172,0.060
1757368514.869307,44540.241,0.060
1757368514.871375,44542.309,0.060
1757368514.873444,44544.377,0.060
1757368514.875512,44546.446,0.060
1757368514.877580,44548.513,0.060
